Incident_ID,Call_Received_Time,Dispatch_Time,Unit_Enroute_Time,Arrival_Time,Dispatch_Delay_min,Travel_Time_min,Response_Time_min,Exceeded_8min_SLA,Latitude,Longitude,Zone,Incident_Type,Severity_Level,Priority,Station_ID,Unit_ID,Distance_Covered_km,Outcome,Hour_of_Day,Day_of_Week,Is_Peak_Hour,response_time_min,travel_time_min,priority,unit_status,station_id,vehicle_id
INC-2023-00021,09-08-2023 10:48,09-08-2023 10:50,09-08-2023 10:52,09-08-2023 10:55,2.3,3.1,7.1,No,18.479584,73.832844,Swargate,Vehicle Fire,2,Medium,FS-05,UNIT-010,2.65,Extinguished,10,Wednesday,No,4.8,4.236079296,High,enroute,1,V20
INC-2023-00022,11-12-2023 00:06,11-12-2023 00:08,11-12-2023 00:09,11-12-2023 00:11,2.4,2.3,5.3,No,18.506652,73.790461,Swargate,Structure Fire,3,High,FS-03,UNIT-023,1.21,Controlled,0,Monday,No,2.9,2.090593854,High,busy,6,V21
INC-2023-00023,05-04-2023 07:24,05-04-2023 07:27,05-04-2023 07:29,05-04-2023 07:36,3.4,7.6,12.7,Yes,18.508343,73.779863,Katraj,Wildland Fire,3,High,FS-06,UNIT-011,3.95,Controlled,7,Wednesday,No,9.3,7.200094239,High,busy,6,V22
INC-2023-00024,10-04-2023 05:22,10-04-2023 05:23,10-04-2023 05:24,10-04-2023 05:30,1.2,6.3,8.7,Yes,18.54127,73.915194,Wagholi,Road Accident,2,Medium,FS-04,UNIT-016,5.16,Controlled,5,Monday,No,7.5,5.74607805,Low,out_of_service,4,V23
INC-2023-00025,19-12-2023 09:38,19-12-2023 09:39,19-12-2023 09:39,19-12-2023 09:46,1.1,6.5,8,No,18.490381,73.800141,Kothrud,Gas Leak,3,High,FS-02,UNIT-030,6.22,Controlled,9,Tuesday,Yes,6.9,5.819709306,Low,enroute,7,V24
INC-2023-00026,28-09-2023 16:51,28-09-2023 16:52,28-09-2023 16:54,28-09-2023 16:56,1.8,2.2,5.5,No,18.534158,73.893668,Viman Nagar,Medical Emergency,3,High,FS-06,UNIT-025,1.27,Controlled,16,Thursday,No,3.7,3.228585412,Low,out_of_service,3,V25
INC-2023-00027,14-02-2023 08:46,14-02-2023 08:47,14-02-2023 08:48,14-02-2023 09:00,1.1,11.3,14,Yes,18.51619,73.84764,Shivajinagar,Electrical Fire,2,Medium,FS-05,UNIT-023,8.28,Contained,8,Tuesday,Yes,12.9,11.3115442,High,out_of_service,6,V26
INC-2024-00028,15-04-2024 16:34,15-04-2024 16:36,15-04-2024 16:37,15-04-2024 16:43,2,6.1,9.9,Yes,18.473399,73.791961,Katraj,Wildland Fire,3,High,FS-02,UNIT-017,3.27,Patient Stabilized,16,Monday,No,7.9,6.748981646,High,out_of_service,2,V27
INC-2023-00029,08-05-2023 07:59,08-05-2023 08:03,08-05-2023 08:04,08-05-2023 08:11,4.2,7,12.9,Yes,18.489118,73.805488,Katraj,Road Accident,2,Medium,FS-02,UNIT-011,6.37,Patient Stabilized,7,Monday,No,8.7,6.242586444,Low,enroute,5,V28
INC-2024-00030,23-01-2024 15:05,23-01-2024 15:06,23-01-2024 15:07,23-01-2024 15:12,1.5,4.8,7.7,No,18.523224,73.865989,Viman Nagar,Structure Fire,3,High,FS-03,UNIT-009,3.22,Extinguished,15,Tuesday,No,6.2,5.573920169,High,available,1,V29
INC-2024-00031,19-07-2024 12:18,19-07-2024 12:21,19-07-2024 12:22,19-07-2024 12:27,3.4,4.9,9.5,Yes,18.572942,73.777242,Pimpri,Structure Fire,3,High,FS-03,UNIT-016,3.86,Controlled,12,Friday,No,6.1,4.998527498,High,busy,4,V30
INC-2024-00032,05-10-2024 09:39,05-10-2024 09:42,05-10-2024 09:44,05-10-2024 09:49,3.7,5.3,10.6,Yes,18.547055,73.888435,Viman Nagar,Road Accident,2,Medium,FS-04,UNIT-016,4.07,Controlled,9,Saturday,Yes,6.9,5.812838529,Low,available,8,V31
INC-2024-00033,06-01-2024 21:36,06-01-2024 21:36,06-01-2024 21:37,06-01-2024 21:47,0.8,9.5,11.1,Yes,18.493212,73.82481,Swargate,Structure Fire,3,High,FS-05,UNIT-005,7.47,Controlled,21,Saturday,No,10.3,7.627927974,High,busy,5,V32
INC-2023-00034,16-07-2023 18:45,16-07-2023 18:46,16-07-2023 18:47,16-07-2023 18:51,1.4,3.5,6,No,18.514172,73.823875,Swargate,Rescue,2,Medium,FS-05,UNIT-011,2.52,Extinguished,18,Sunday,Yes,4.6,3.473687451,Medium,enroute,5,V33
INC-2023-00035,13-03-2023 06:02,13-03-2023 06:03,13-03-2023 06:04,13-03-2023 06:07,1.3,2.6,5.4,No,18.526594,73.848244,Shivajinagar,Road Accident,2,Medium,FS-02,UNIT-002,2.37,Controlled,6,Monday,No,4.1,3.579652819,Low,out_of_service,7,V34
INC-2024-00036,08-11-2024 20:14,08-11-2024 20:16,08-11-2024 20:18,08-11-2024 20:25,2.9,6.7,11.4,Yes,18.558683,73.883074,Wagholi,False Alarm,1,Low,FS-04,UNIT-019,4.52,False Alarm Confirmed,20,Friday,No,8.5,6.976203237,Low,enroute,6,V35
INC-2023-00037,24-10-2023 06:05,24-10-2023 06:09,24-10-2023 06:09,24-10-2023 06:15,4,5.7,10,Yes,18.439444,73.94355,Hadapsar,False Alarm,1,Low,FS-04,UNIT-008,3.01,False Alarm Confirmed,6,Tuesday,No,6,4.938340984,Low,available,2,V36
INC-2023-00038,27-08-2023 22:55,27-08-2023 22:57,27-08-2023 22:58,27-08-2023 23:07,2.5,8.9,12.2,Yes,18.539467,73.868263,Shivajinagar,Road Accident,2,Medium,FS-06,UNIT-026,5.45,Patient Stabilized,22,Sunday,No,9.7,8.532041408,Low,busy,8,V37
INC-2023-00039,14-04-2023 21:24,14-04-2023 21:27,14-04-2023 21:28,14-04-2023 21:34,3.3,6.2,10.2,Yes,18.481549,73.838986,Kothrud,Structure Fire,3,High,FS-01,UNIT-014,3.62,Controlled,21,Friday,No,6.9,6.137043042,High,available,1,V38
INC-2023-00040,12-10-2023 21:29,12-10-2023 21:32,12-10-2023 21:32,12-10-2023 21:37,3.4,4.2,8,No,18.496541,73.852887,Kothrud,Gas Leak,3,High,FS-02,UNIT-028,2.8,Extinguished,21,Thursday,No,4.6,3.648169514,Low,busy,2,V39
INC-2024-00041,12-10-2024 09:53,12-10-2024 09:54,12-10-2024 09:55,12-10-2024 10:00,1.9,5.3,7.6,No,18.485446,73.798874,Swargate,Wildland Fire,3,High,FS-05,UNIT-014,3.37,Controlled,9,Saturday,Yes,5.7,4.260736236,High,available,6,V40
INC-2024-00042,09-01-2024 05:10,09-01-2024 05:15,09-01-2024 05:16,09-01-2024 05:20,5.5,3.3,10,Yes,18.53527,73.804045,Kothrud,False Alarm,1,Low,FS-06,UNIT-001,2.33,False Alarm Confirmed,5,Tuesday,No,4.5,3.692369939,Low,out_of_service,6,V41
INC-2024-00043,15-01-2024 15:22,15-01-2024 15:23,15-01-2024 15:23,15-01-2024 15:26,1.3,3.1,4.8,No,18.542763,73.926543,Wagholi,Rescue,2,Medium,FS-06,UNIT-028,1.57,Controlled,15,Monday,No,3.5,2.641562454,Medium,available,5,V42
INC-2023-00044,03-08-2023 17:42,03-08-2023 17:46,03-08-2023 17:46,03-08-2023 17:51,4,5,9.9,Yes,18.556793,73.907899,Wagholi,Road Accident,2,Medium,FS-05,UNIT-013,3.13,Patient Stabilized,17,Thursday,Yes,5.9,4.6744396,Low,available,3,V43
INC-2023-00045,01-10-2023 06:44,01-10-2023 06:46,01-10-2023 06:47,01-10-2023 06:55,2.5,7.4,11.1,Yes,18.547307,73.908121,Viman Nagar,Wildland Fire,3,High,FS-06,UNIT-012,6.85,Extinguished,6,Sunday,No,8.6,6.292128793,High,out_of_service,3,V44
INC-2024-00046,30-11-2024 18:41,30-11-2024 18:43,30-11-2024 18:44,30-11-2024 18:48,2.4,3.7,7.6,No,18.454694,73.915964,Hadapsar,Structure Fire,3,High,FS-02,UNIT-018,2.5,Controlled,18,Saturday,Yes,5.2,4.375431197,High,busy,1,V45
INC-2023-00047,15-03-2023 18:38,15-03-2023 18:39,15-03-2023 18:41,15-03-2023 18:52,1.7,11.7,14.8,Yes,18.492759,73.822763,Swargate,Medical Emergency,3,High,FS-02,UNIT-017,11.27,Controlled,18,Wednesday,Yes,13.1,10.25222146,Low,busy,5,V46
INC-2024-00048,12-10-2024 16:10,12-10-2024 16:11,12-10-2024 16:11,12-10-2024 16:14,1.2,2.5,4.1,No,18.551907,73.911047,Wagholi,Wildland Fire,3,High,FS-06,UNIT-016,1.44,Extinguished,16,Saturday,No,2.9,2.159706237,High,available,4,V47
INC-2024-00049,30-06-2024 16:46,30-06-2024 16:47,30-06-2024 16:47,30-06-2024 16:49,1,1.9,3.5,No,18.542611,73.88064,Viman Nagar,Medical Emergency,3,High,FS-05,UNIT-022,1.21,Controlled,16,Sunday,No,2.5,1.758012737,Low,busy,5,V48
INC-2023-00050,08-09-2023 13:10,08-09-2023 13:12,08-09-2023 13:13,08-09-2023 13:20,2.6,7.8,10.8,Yes,18.498889,73.853827,Shivajinagar,Wildland Fire,3,High,FS-06,UNIT-011,4.22,Patient Stabilized,13,Friday,No,8.2,7.348603402,High,out_of_service,8,V49
INC-2024-00051,18-04-2024 08:24,18-04-2024 08:25,18-04-2024 08:26,18-04-2024 08:33,1.1,7.4,9.4,Yes,18.53317,73.847395,Shivajinagar,Gas Leak,3,High,FS-05,UNIT-026,5.41,Controlled,8,Thursday,Yes,8.3,7.285598904,Low,enroute,1,V50
INC-2023-00052,04-10-2023 14:59,04-10-2023 14:59,04-10-2023 15:00,04-10-2023 15:06,0.8,5.3,7.2,No,18.540048,73.889669,Viman Nagar,Medical Emergency,3,High,FS-05,UNIT-028,3.36,Controlled,14,Wednesday,No,6.4,5.691903874,Low,out_of_service,1,V51
INC-2024-00053,17-10-2024 20:44,17-10-2024 20:46,17-10-2024 20:47,17-10-2024 20:55,2.3,7.5,11.3,Yes,18.487101,73.795777,Swargate,Structure Fire,3,High,FS-06,UNIT-002,4.08,Extinguished,20,Thursday,No,9,7.01808967,High,available,4,V52
INC-2024-00054,24-07-2024 21:14,24-07-2024 21:16,24-07-2024 21:17,24-07-2024 21:22,2.3,5.2,8.2,Yes,18.449886,73.806012,Katraj,Wildland Fire,3,High,FS-05,UNIT-022,5.03,Controlled,21,Wednesday,No,5.9,4.383960037,High,enroute,2,V53
INC-2024-00055,02-12-2024 19:20,02-12-2024 19:20,02-12-2024 19:22,02-12-2024 19:25,0.7,2.7,5.1,No,18.514632,73.81138,Swargate,Structure Fire,3,High,FS-06,UNIT-002,2.7,Extinguished,19,Monday,Yes,4.4,3.655060032,High,busy,5,V54
INC-2023-00056,27-02-2023 17:14,27-02-2023 17:17,27-02-2023 17:18,27-02-2023 17:29,3.1,11.2,15.4,Yes,18.536927,73.828882,Kothrud,Rescue,2,Medium,FS-04,UNIT-019,11.02,Patient Stabilized,17,Monday,Yes,12.3,9.320445527,Medium,out_of_service,6,V55
INC-2023-00057,02-02-2023 10:51,02-02-2023 10:54,02-02-2023 10:54,02-02-2023 11:00,3.3,5.8,9.7,Yes,18.545121,73.900399,Wagholi,Road Accident,2,Medium,FS-01,UNIT-006,4.44,Contained,10,Thursday,No,6.4,4.761762159,Low,available,2,V56
INC-2023-00058,20-11-2023 17:25,20-11-2023 17:26,20-11-2023 17:26,20-11-2023 17:29,1.4,2.5,4.4,No,18.581955,73.93476,Wagholi,Vehicle Fire,2,Medium,FS-06,UNIT-023,1.84,Extinguished,17,Monday,Yes,3,2.588230085,High,out_of_service,5,V57
INC-2023-00059,02-10-2023 04:04,02-10-2023 04:06,02-10-2023 04:08,02-10-2023 04:15,2.7,7.2,11.2,Yes,18.499346,73.813341,Swargate,Structure Fire,3,High,FS-06,UNIT-028,6.46,Controlled,4,Monday,No,8.5,7.010060292,High,busy,5,V58
INC-2023-00060,05-08-2023 11:58,05-08-2023 12:01,05-08-2023 12:02,05-08-2023 12:09,3.1,7.6,11.7,Yes,18.528552,73.872224,Shivajinagar,Medical Emergency,3,High,FS-03,UNIT-029,5.23,Controlled,11,Saturday,No,8.6,7.402442193,Low,busy,8,V59
INC-2024-00061,03-08-2024 11:56,03-08-2024 12:00,03-08-2024 12:02,03-08-2024 12:09,4.2,7,13,Yes,18.541296,73.780241,Pimpri,False Alarm,1,Low,FS-06,UNIT-003,3.91,False Alarm Confirmed,11,Saturday,No,8.8,7.446747981,Low,busy,4,V60
INC-2023-00062,19-11-2023 15:13,19-11-2023 15:16,19-11-2023 15:17,19-11-2023 15:26,3.1,8.3,13.2,Yes,18.466878,73.783994,Katraj,Rescue,2,Medium,FS-01,UNIT-029,4.78,Controlled,15,Sunday,No,10.1,7.357423297,Medium,enroute,7,V61
INC-2024-00063,02-11-2024 13:31,02-11-2024 13:33,02-11-2024 13:34,02-11-2024 13:39,2.8,5.5,8.8,Yes,18.464718,73.91362,Hadapsar,Gas Leak,3,High,FS-04,UNIT-024,4.01,Extinguished,13,Saturday,No,6,4.833446035,Low,enroute,6,V62
INC-2024-00064,10-02-2024 00:56,10-02-2024 00:58,10-02-2024 00:59,10-02-2024 01:06,2.3,7.1,10.7,Yes,18.513406,73.899217,Wagholi,Hazmat,3,High,FS-06,UNIT-010,6.49,Controlled,0,Saturday,No,8.4,6.209680306,Low,busy,2,V63
INC-2024-00065,20-10-2024 21:29,20-10-2024 21:30,20-10-2024 21:31,20-10-2024 21:35,1.6,4,6.1,No,18.506208,73.875924,Viman Nagar,Road Accident,2,Medium,FS-03,UNIT-012,3.45,Patient Stabilized,21,Sunday,No,4.5,3.370769783,Low,out_of_service,8,V64
INC-2023-00066,27-05-2023 07:16,27-05-2023 07:18,27-05-2023 07:19,27-05-2023 07:24,2.2,5.1,8.6,Yes,18.487215,73.793358,Katraj,Gas Leak,3,High,FS-06,UNIT-011,4.93,Extinguished,7,Saturday,No,6.4,5.335836165,Low,available,5,V65
INC-2023-00067,23-05-2023 12:15,23-05-2023 12:16,23-05-2023 12:17,23-05-2023 12:25,1.2,8.4,10.5,Yes,18.521236,73.873113,Shivajinagar,Road Accident,2,Medium,FS-01,UNIT-003,4.22,Extinguished,12,Tuesday,No,9.3,6.701419666,Low,busy,6,V66
INC-2024-00068,28-07-2024 15:34,28-07-2024 15:36,28-07-2024 15:38,28-07-2024 15:42,2.1,4,8,No,18.473464,73.77023,Swargate,False Alarm,1,Low,FS-04,UNIT-006,3.16,False Alarm Confirmed,15,Sunday,No,5.9,4.997868527,Low,busy,6,V67
INC-2023-00069,27-09-2023 09:47,27-09-2023 09:48,27-09-2023 09:50,27-09-2023 10:03,1.9,13.6,16.7,Yes,18.535982,73.846227,Shivajinagar,Vehicle Fire,2,Medium,FS-06,UNIT-028,10.59,Extinguished,9,Wednesday,Yes,14.8,11.52912406,High,busy,4,V68
INC-2024-00070,21-08-2024 18:27,21-08-2024 18:28,21-08-2024 18:29,21-08-2024 18:33,1.1,3.8,6.7,No,18.5486,73.830888,Kothrud,Structure Fire,3,High,FS-03,UNIT-018,2.8,Controlled,18,Wednesday,Yes,5.6,4.156597244,High,enroute,4,V69
INC-2024-00071,20-08-2024 13:25,20-08-2024 13:27,20-08-2024 13:28,20-08-2024 13:32,2.8,3.8,7.1,No,18.601448,73.809246,Pimpri,Medical Emergency,3,High,FS-02,UNIT-010,3.33,Patient Stabilized,13,Tuesday,No,4.3,3.691506212,Low,out_of_service,4,V70
INC-2024-00072,06-01-2024 08:14,06-01-2024 08:17,06-01-2024 08:18,06-01-2024 08:25,3,6.7,11,Yes,18.570333,73.872385,Wagholi,Vehicle Fire,2,Medium,FS-04,UNIT-015,6.32,Patient Stabilized,8,Saturday,Yes,8,6.747383434,High,available,5,V71
INC-2023-00073,22-05-2023 19:32,22-05-2023 19:35,22-05-2023 19:37,22-05-2023 19:41,3.6,4.8,9.8,Yes,18.532608,73.842594,Shivajinagar,False Alarm,1,Low,FS-02,UNIT-007,4.55,False Alarm Confirmed,19,Monday,Yes,6.2,5.017516935,Low,out_of_service,8,V72
INC-2024-00074,20-05-2024 21:05,20-05-2024 21:07,20-05-2024 21:08,20-05-2024 21:15,2.4,7.5,10.8,Yes,18.569955,73.79305,Pimpri,Gas Leak,3,High,FS-04,UNIT-005,3.88,Controlled,21,Monday,No,8.4,6.490325233,Low,enroute,1,V73
INC-2023-00075,18-02-2023 23:55,18-02-2023 23:59,18-02-2023 23:59,19-02-2023 00:06,4.1,6.5,11.1,Yes,18.484246,73.914585,Hadapsar,Vehicle Fire,2,Medium,FS-01,UNIT-018,6.45,Extinguished,23,Saturday,No,7,5.788203139,High,busy,6,V74
INC-2023-00076,23-04-2023 09:09,23-04-2023 09:11,23-04-2023 09:12,23-04-2023 09:16,2.4,4.5,7.9,No,18.565046,73.920857,Wagholi,Medical Emergency,3,High,FS-06,UNIT-018,3.79,Extinguished,9,Sunday,Yes,5.5,3.928865976,Low,out_of_service,8,V75
INC-2024-00077,04-10-2024 13:10,04-10-2024 13:12,04-10-2024 13:13,04-10-2024 13:15,2.7,2.7,5.9,No,18.458605,73.91995,Hadapsar,Medical Emergency,3,High,FS-03,UNIT-008,1.71,Controlled,13,Friday,No,3.2,2.635222759,Low,out_of_service,8,V76
INC-2024-00078,27-11-2024 12:27,27-11-2024 12:31,27-11-2024 12:32,27-11-2024 12:36,4.1,4.8,9.9,Yes,18.521411,73.786765,Katraj,Rescue,2,Medium,FS-01,UNIT-019,4.7,Controlled,12,Wednesday,No,5.8,4.90130043,Medium,out_of_service,1,V77
INC-2024-00079,02-09-2024 11:04,02-09-2024 11:07,02-09-2024 11:08,02-09-2024 11:15,3.9,6.5,11.2,Yes,18.470827,73.7689,Katraj,Vehicle Fire,2,Medium,FS-06,UNIT-022,4.8,Controlled,11,Monday,No,7.3,6.464404625,High,out_of_service,6,V78
INC-2024-00080,30-01-2024 19:24,30-01-2024 19:27,30-01-2024 19:28,30-01-2024 19:33,3,4.2,9.1,Yes,18.556466,73.879207,Wagholi,Structure Fire,3,High,FS-01,UNIT-001,2.82,Extinguished,19,Tuesday,Yes,6.1,4.653474096,High,enroute,4,V79
INC-2024-00081,02-09-2024 19:29,02-09-2024 19:32,02-09-2024 19:33,02-09-2024 19:42,3.8,9,13.6,Yes,18.541631,73.773994,Pimpri,Rescue,2,Medium,FS-03,UNIT-017,4.91,Controlled,19,Monday,Yes,9.8,7.603672897,Medium,busy,7,V80
INC-2024-00082,25-06-2024 22:16,25-06-2024 22:18,25-06-2024 22:20,25-06-2024 22:27,2.8,7.6,11.8,Yes,18.473263,73.949188,Hadapsar,Structure Fire,3,High,FS-01,UNIT-018,6.22,Extinguished,22,Tuesday,No,9,6.990983307,High,available,5,V81
INC-2024-00083,20-07-2024 17:55,20-07-2024 17:56,20-07-2024 17:58,20-07-2024 18:12,1.4,13.8,17.1,Yes,18.543677,73.887008,Viman Nagar,Structure Fire,3,High,FS-03,UNIT-018,12.85,Extinguished,17,Saturday,Yes,15.7,11.05839244,High,available,2,V82
INC-2023-00084,12-01-2023 13:43,12-01-2023 13:47,12-01-2023 13:48,12-01-2023 13:54,4.5,5.5,11.2,Yes,18.460889,73.811211,Katraj,Road Accident,2,Medium,FS-01,UNIT-004,3.86,Controlled,13,Thursday,No,6.7,5.608466548,Low,busy,4,V83
INC-2023-00085,28-04-2023 20:43,28-04-2023 20:44,28-04-2023 20:45,28-04-2023 20:53,1.8,7.9,10.8,Yes,18.567179,73.805704,Pimpri,Medical Emergency,3,High,FS-02,UNIT-003,4.68,Controlled,20,Friday,No,9,6.727395619,Low,out_of_service,6,V84
INC-2024-00086,03-07-2024 09:48,03-07-2024 09:50,03-07-2024 09:51,03-07-2024 09:57,2.6,6.6,9.7,Yes,18.520036,73.848372,Shivajinagar,Road Accident,2,Medium,FS-01,UNIT-003,5.72,Controlled,9,Wednesday,Yes,7.1,6.223926428,Low,enroute,1,V85
INC-2023-00087,01-10-2023 02:49,01-10-2023 02:50,01-10-2023 02:52,01-10-2023 02:57,1.1,5.4,8.5,Yes,18.481708,73.796236,Swargate,Vehicle Fire,2,Medium,FS-04,UNIT-012,3.74,Extinguished,2,Sunday,No,7.4,6.2473551,High,enroute,4,V86
INC-2024-00088,18-10-2024 13:21,18-10-2024 13:25,18-10-2024 13:26,18-10-2024 13:36,4.5,9.9,15,Yes,18.524765,73.82679,Kothrud,False Alarm,1,Low,FS-04,UNIT-029,6.1,False Alarm Confirmed,13,Friday,No,10.5,8.23946774,Low,busy,8,V87
INC-2023-00089,25-04-2023 08:18,25-04-2023 08:19,25-04-2023 08:20,25-04-2023 08:31,1.9,11,13.5,Yes,18.484338,73.82683,Katraj,Vehicle Fire,2,Medium,FS-01,UNIT-009,5.82,Extinguished,8,Tuesday,Yes,11.6,9.523971506,High,enroute,6,V88
INC-2024-00090,21-03-2024 13:10,21-03-2024 13:13,21-03-2024 13:15,21-03-2024 13:20,3.5,5.3,10.6,Yes,18.454515,73.792661,Katraj,Medical Emergency,3,High,FS-01,UNIT-009,4.63,Patient Stabilized,13,Thursday,No,7.1,5.204431018,Low,enroute,7,V89
INC-2024-00091,09-04-2024 13:00,09-04-2024 13:01,09-04-2024 13:02,09-04-2024 13:05,1.2,2.3,5.2,No,18.436315,73.906824,Hadapsar,Vehicle Fire,2,Medium,FS-01,UNIT-005,1.53,Extinguished,13,Tuesday,No,4,3.225965469,High,available,4,V90
